movieId,title,budget,countries,movie_imdbId,imdbRating,imdbVotes,languages,plot,movie_poster,released,revenue,runtime,movie_tmdbId,movie_url,year,genres
81,Things to Do in Denver When You're Dead,8000000.0,USA,114660,6.8,21912,English,Five different criminals face imminent death after botching a job quite badly.,https://image.tmdb.org/t/p/w440_and_h660_face/kATmorfxsxbS0GSKOVJe4qvPLh5.jpg,1995-12-01,529766.0,115,400,https://themoviedb.org/movie/400,1995,Romance|Drama|Crime
82,Antonia's Line (Antonia),900000.0,Netherlands|Belgium|UK|France,112379,7.5,6659,Dutch,"A Dutch matron establishes and, for several generations, oversees a close-knit, matriarchal community where feminism and liberalism thrive.",https://image.tmdb.org/t/p/w440_and_h660_face/7Yz6IXplDRtasBwRkdv0OguIV0B.jpg,1996-02-02,,102,880,https://themoviedb.org/movie/880,1995,Comedy|Drama
83,Once Upon a Time... When We Were Colored,,USA,114039,7.3,411,English,A narrator tells the story of his childhood years in a tightly knit Afro-American community in the deep south under racial segregation.,,1996-01-26,,115,146599,https://themoviedb.org/movie/146599,1995,Romance|Drama
84,Last Summer in the Hamptons,,USA,113612,6.1,300,English,"Filmed entirely on location in East Hampton, Long Island, Last Summer in the Hamptons concerns a large theatrical family spending the last weekend of their summer together at the ...",https://image.tmdb.org/t/p/w440_and_h660_face/qVCkkiAoxh5e1UIKJ4Uo6ILV8qA.jpg,1996-09-15,,108,188588,https://themoviedb.org/movie/188588,1995,Comedy|Drama
85,Angels and Insects,,UK|USA,112365,7.0,3927,English,In the 1800s a naturalist marries into a family of British country gentry.,https://image.tmdb.org/t/p/w440_and_h660_face/qScw5w5NTkmcVvRmrfWmQW4JHpe.jpg,1996-01-26,,116,8447,https://themoviedb.org/movie/8447,1995,Romance|Drama
86,White Squall,38000000.0,USA|UK,118158,6.6,17501,English|Danish|Spanish,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,https://image.tmdb.org/t/p/w440_and_h660_face/rNWFsKrTGRCTKsT9dGx9vwWP8tA.jpg,1996-02-02,10300000.0,129,10534,https://themoviedb.org/movie/10534,1996,Adventure|Drama|Action
87,Dunston Checks In,16000000.0,USA,116151,5.2,9574,English|French,Young boy befriends larcenous orangutan in luxury hotel.,https://image.tmdb.org/t/p/w440_and_h660_face/mvbJSNMRzM7epjeJMT3vFxXydQJ.jpg,1996-01-12,,88,17414,https://themoviedb.org/movie/17414,1996,Children|Comedy
88,Black Sheep,,USA,115697,6.2,28959,English,A gubernatorial candidate hires a wormy special assistant whose only job is to make sure the candidate's well-meaning but incompetent brother doesn't ruin the election.,https://image.tmdb.org/t/p/w440_and_h660_face/bV9SCk4QXCi9p1kdDBiYejcMQwK.jpg,1996-02-02,32000000.0,87,13997,https://themoviedb.org/movie/13997,1996,Comedy
89,Nick of Time,8169363.0,USA,113972,6.3,31726,English,"An unimpressive, every-day man is forced into a situation where he is told to kill a politician to save his kidnapped daughter.",https://image.tmdb.org/t/p/w440_and_h660_face/A1FJwUVg84sQSjHVz5jVMXQvifJ.jpg,1995-11-22,8175346.0,90,2086,https://themoviedb.org/movie/2086,1995,Action|Thriller
92,Mary Reilly,47000000.0,USA|UK,117002,5.8,11694,English,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",https://image.tmdb.org/t/p/w440_and_h660_face/9u7dWUrfphfjhn1pCO7yOD161Jf.jpg,1996-02-23,12379402.0,108,9095,https://themoviedb.org/movie/9095,1996,Drama|Thriller|Horror
93,Vampire in Brooklyn,14000000.0,USA,114825,4.5,16856,English,"Maximillian is the only survivor from a race of vampires on a Caribbean Island, and as a vampire, he must find a mate to keep the line from ending. He knows that a child had been born to a ...",https://image.tmdb.org/t/p/w440_and_h660_face/6lO6P7KhIjoxVOQ9AzjHseQqPz5.jpg,1995-10-27,19800000.0,100,12158,https://themoviedb.org/movie/12158,1995,Comedy|Romance|Horror
94,Beautiful Girls,,USA,115639,7.2,26046,English,A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,https://image.tmdb.org/t/p/w440_and_h660_face/sHcx1fBmrtZYvFmUywU0d5cvIFd.jpg,1996-02-09,,112,9283,https://themoviedb.org/movie/9283,1996,Comedy|Romance|Drama
95,Broken Arrow,50000000.0,USA,115759,6.0,75836,English,Terrorists steal nuclear warheads from the U.S. military but don't count on a pilot and park ranger spoiling their plans.,https://image.tmdb.org/t/p/w440_and_h660_face/7wmFsLBQDDTMxEbaZlCqgfEx9PK.jpg,1996-02-09,150270147.0,108,9208,https://themoviedb.org/movie/9208,1996,Adventure|Action|Thriller
96,In the Bleak Midwinter,,UK,113403,7.3,1975,English,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent ...",https://image.tmdb.org/t/p/w440_and_h660_face/cl5WtKNYL7porHGCroRTAKCGlTM.jpg,1996-02-16,,99,40154,https://themoviedb.org/movie/40154,1995,Comedy|Drama
97,"Hate (Haine, La)",2600000.0,France,113247,8.1,99121,French,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,https://image.tmdb.org/t/p/w440_and_h660_face/f37UqJ9aJtilApJV4J7N3n9vo3Y.jpg,1996-02-23,15300000.0,98,406,https://themoviedb.org/movie/406,1995,Drama|Crime
98,Shopping,,UK|Japan,111173,5.4,2077,English,"You've run out of options, no school, no job. Steal a car, smash a shop with a heavy car and reap the proceeds!. This movie is about underground England. The causes, the benefits, and the result of a life of 'crash and carry'.",https://image.tmdb.org/t/p/w440_and_h660_face/sE6oLJg2c9Wc9Ra7Yf5j7OArjYk.jpg,1996-02-09,,87,45549,https://themoviedb.org/movie/45549,1994,Action|Thriller
99,Heidi Fleiss: Hollywood Madam,,UK|Germany|USA|Canada,113283,6.6,559,English,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the ...",https://image.tmdb.org/t/p/w440_and_h660_face/laPSb9I8TuYslOh1OcgaTByWKnw.jpg,1996-02-09,,106,63076,https://themoviedb.org/movie/63076,1995,Documentary
100,City Hall,,USA,115907,6.2,16464,English,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",https://image.tmdb.org/t/p/w440_and_h660_face/g6JjdkmdElHIoNVaEso0BmjRDQT.jpg,1996-02-16,,111,11062,https://themoviedb.org/movie/11062,1996,Drama|Thriller
